site,cat_ID,year,date_collected,survival,death_date,cocoon_date,pupa_date,emerged_parasite,recorded_death,parasite_species,dissection_order,date_dissected,death_cause,sex,parasite,infection,infection_severity,certainity,cat_weight,stage,fat_body_amount,dried_up,parasite_present,killed,rearing_method,notes,pupated,cocooned,total_parasite,infection_severity.ord,date_collected_day,this_year,last_year,stage.ord
CHA,CHA8_2020,2020,2020-04-11,1,NA,2020-05-22,2020-06-02,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.118349,0.436494,NA
CHA,CHA9_2020,2020,2020-04-11,1,NA,2020-05-16,2020-05-26,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.118349,0.436494,NA
CHA,CHA10_2020,2020,2020-04-11,1,NA,2020-04-21,2020-04-28,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.118349,0.436494,NA
CHA,CHA11_2020,2020,2020-04-11,1,NA,2020-05-12,2020-05-19,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.118349,0.436494,NA
CHA,CHA12_2020,2020,2020-04-11,0,2020-05-16,NA,NA,0,unknown,NA,63,2020-06-23,NA,f,NA,1,NA,very sure,0.599,larva,na,1,NA,0,lab,"NA,crappy dried up sample",0,0,NA,NA,41,0.118349,0.436494,larva
CHA,CHA13_2020,2020,2020-04-11,1,NA,2020-05-26,2020-06-02,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.118349,0.436494,NA
FVW,FVW1_2020,2020,2020-04-11,0,2020-04-28,NA,NA,0,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,0,NA,NA,41,0.099109,3.776573,NA
FVW,FVW2_2020,2020,2020-04-11,0,2020-04-12,NA,NA,0,virus,NA,86,2020-06-24,virus,f,0,1,h,very sure,0.293,larva,l,0,1,0,lab,"NA,evidence of parasite",0,0,0,h,41,0.099109,3.776573,larva
FVW,FVW3_2020,2020,2020-04-11,0,2020-05-16,NA,NA,0,unknown,NA,82,2020-06-24,virus,m,0,1,h,very sure,0.91,larva,h,0,0,0,lab,"NA,NA",0,0,0,h,41,0.099109,3.776573,larva
FVW,FVW4_2020,2020,2020-04-11,0,2020-05-29,2020-05-16,NA,0,unknown,NA,84,2020-06-24,virus,f,0,1,sh,very sure,0.664,pupa,h,0,0,0,lab,"NA,failed pupation",0,1,0,sh,41,0.099109,3.776573,pupa
FVW,FVW5_2020,2020,2020-04-11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,0,NA,NA,41,0.099109,3.776573,NA
FVW,FVW6_2020,2020,2020-04-11,0,2020-05-22,NA,NA,0,unknown,NA,78,2020-06-24,virus,m,0,1,h,pretty sure,0.606,larva,m,0,0,0,lab,"NA,NA",0,0,0,h,41,0.099109,3.776573,larva
FVW,FVW7_2020,2020,2020-04-11,0,NA,NA,NA,0,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,0,NA,NA,41,0.099109,3.776573,NA
FVW,FVW8_2020,2020,2020-04-11,1,NA,2020-05-19,2020-05-29,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.099109,3.776573,NA
FVW,FVW9_2020,2020,2020-04-11,0,2020-06-29,2020-06-02,NA,0,unknown,NA,123,2020-07-02,virus,f,0,1,sh,very sure,0.44,pupa,h,0,0,0,lab,"NA,failed pupation",0,1,0,sh,41,0.099109,3.776573,pupa
FVW,FVW11_2020,2020,2020-04-11,0,2020-04-21,NA,NA,2,parasite,NA,75,2020-06-24,parasite,f,0,0,uninfected,maybe,0.286,larva,l,0,1,0,lab,"NA,evidence of parasite",0,0,2,uninfected,41,0.099109,3.776573,larva
FVW,FVW12_2020,2020,2020-04-11,0,2020-05-12,NA,NA,0,virus,NA,79,2020-06-24,virus,f,0,1,sh,very sure,0.564,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.099109,3.776573,larva
FVW,FVW13_2020,2020,2020-04-11,0,2020-05-12,NA,NA,0,unknown,NA,77,2020-06-24,virus,f,0,1,h,pretty sure,0.696,larva,h,0,0,0,lab,"NA,NA",0,0,0,h,41,0.099109,3.776573,larva
FVW,FVW14_2020,2020,2020-04-11,0,2020-04-21,NA,NA,0,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,0,NA,NA,41,0.099109,3.776573,NA
FVW,FVW15_2020,2020,2020-04-11,1,NA,2020-05-22,2020-05-29,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.099109,3.776573,NA
FVW,FVW16_2020,2020,2020-04-11,0,2020-05-12,NA,NA,0,virus,NA,83,2020-06-24,virus,m,0,1,sh,very sure,0.63,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.099109,3.776573,larva
FVW,FVW17_2020,2020,2020-04-11,0,2020-05-18,NA,NA,0,unknown,NA,87,2020-06-24,virus,m,0,1,sh,very sure,0.801,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.099109,3.776573,larva
FVW,FVW18_2020,2020,2020-04-11,0,2020-05-16,NA,NA,0,unknown,NA,76,2020-06-24,virus,m,0,1,sh,very sure,0.647,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.099109,3.776573,larva
FVW,FVW19_2020,2020,2020-04-11,0,2020-05-16,NA,NA,0,unknown,NA,80,2020-06-24,virus,m,0,1,h,very sure,0.577,larva,h,0,0,0,lab,"NA,NA",0,0,0,h,41,0.099109,3.776573,larva
FVW,FVW20_2020,2020,2020-04-11,1,NA,2020-05-12,2020-05-19,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.099109,3.776573,NA
FVW,FVW21_2020,2020,2020-04-11,0,NA,NA,NA,0,NA,NA,85,2020-06-24,virus,m,0,1,h,very sure,0.616,larva,l,0,0,0,lab,"NA,NA",0,0,0,h,41,0.099109,3.776573,larva
GRO,GRO1_2020,2020,2020-04-11,0,2020-05-12,NA,NA,0,unknown,NA,110,2020-06-24,virus,f,0,1,sh,very sure,0.6,larva,m,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.334536,0.426584,larva
GRO,GRO2_2020,2020,2020-04-11,0,2020-05-26,NA,NA,0,virus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,0,NA,NA,41,0.334536,0.426584,NA
GRO,GRO3_2020,2020,2020-04-11,1,NA,2020-05-08,2020-05-16,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.334536,0.426584,NA
GRO,GRO4_2020,2020,2020-04-11,1,NA,2020-05-08,2020-05-16,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.334536,0.426584,NA
GRO,GRO5_2020,2020,2020-04-11,1,NA,2020-05-05,2020-05-12,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.334536,0.426584,NA
GRO,GRO6_2020,2020,2020-04-11,1,NA,2020-05-12,2020-05-19,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.334536,0.426584,NA
GRO,GRO7_2020,2020,2020-04-11,0,2020-05-05,NA,NA,0,virus,NA,5,2020-06-10,virus,m,0,1,sh,very sure,0.804,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.334536,0.426584,larva
GRO,GRO8_2020,2020,2020-04-11,1,NA,2020-05-05,2020-05-12,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.334536,0.426584,NA
GRO,GRO9_2020,2020,2020-04-11,0,2020-04-28,NA,NA,5,parasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,lab,"NA,NA",0,0,NA,NA,41,0.334536,0.426584,NA
GRO,GRO10_2020,2020,2020-04-11,0,2020-05-12,NA,NA,0,virus,NA,105,2020-06-24,unknown,f,0,1,l,maybe,0.4,larva,l,0,0,0,lab,"NA,NA",0,0,0,l,41,0.334536,0.426584,larva
GRO,GRO11_2020,2020,2020-04-11,0,2020-04-25,2020-04-25,NA,0,unknown,NA,109,2020-06-24,unknown,m,0,0,uninfected,pretty sure,0.294,larva,l,0,0,0,lab,"NA,NA",0,1,0,uninfected,41,0.334536,0.426584,larva
GRO,GRO12_2020,2020,2020-04-11,0,2020-05-12,NA,NA,0,unknown,NA,118,2020-06-24,virus,f,0,1,h,very sure,0.256,larva,h,0,0,0,lab,"NA,NA",0,0,0,h,41,0.334536,0.426584,larva
GRO,GRO13_2020,2020,2020-04-11,0,NA,2020-05-23,NA,0,unknown,NA,115,2020-06-24,virus,f,0,1,m,very sure,0.809,larva,h,0,0,0,lab,"NA,NA",0,1,0,m,41,0.334536,0.426584,larva
GRO,GRO14_2020,2020,2020-04-11,0,2020-05-05,NA,NA,0,virus,NA,111,2020-06-24,virus,m,0,1,h,very sure,0.714,larva,h,0,0,0,lab,"NA,NA",0,0,0,h,41,0.334536,0.426584,larva
GRO,GRO15_2020,2020,2020-04-11,0,2020-05-01,2020-04-25,NA,2,parasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,lab,"NA,NA",0,1,NA,NA,41,0.334536,0.426584,NA
GRO,GRO16_2020,2020,2020-04-11,0,2020-05-22,NA,NA,0,unknown,NA,106,2020-06-24,virus,NA,0,1,sh,very sure,0.817,larva,NA,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.334536,0.426584,larva
GRO,GRO17_2020,2020,2020-04-11,1,NA,2020-04-25,2020-05-05,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.334536,0.426584,NA
GRO,GRO18_2020,2020,2020-04-11,0,2020-05-20,NA,NA,0,virus,NA,120,2020-06-24,virus,f,0,1,sh,very sure,0.774,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.334536,0.426584,larva
GRO,GRO19_2020,2020,2020-04-11,0,2020-05-16,NA,NA,0,unknown,NA,113,2020-06-24,virus,f,0,1,sh,very sure,0.923,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.334536,0.426584,larva
GRO,GRO20_2020,2020,2020-04-11,0,2020-05-26,NA,NA,0,virus,NA,256,2020-08-25,virus_parasite,f,0,1,sh,very sure,NA,larva,m,0,1,0,lab,"NA,NA",0,0,0,sh,41,0.334536,0.426584,larva
GRO,GRO21_2020,2020,2020-04-11,0,2020-04-21,NA,NA,0,unknown,NA,112,2020-06-24,unknown,f,0,1,m,very sure,0.35,larva,l,0,0,0,lab,"NA,NA",0,0,0,m,41,0.334536,0.426584,larva
GRO,GRO22_2020,2020,2020-04-11,0,NA,NA,NA,0,NA,NA,117,2020-06-24,virus_parasite,f,1,1,sh,very sure,0.874,larva,h,0,1,0,lab,"NA,NA",0,0,1,sh,41,0.334536,0.426584,larva
GRO,GRO23_2020,2020,2020-04-11,0,NA,NA,NA,0,NA,NA,107,2020-06-24,unknown,f,0,0,uninfected,maybe,0.866,larva,h,0,0,0,lab,"NA,NA",0,0,0,uninfected,41,0.334536,0.426584,larva
GRO,GRO24_2020,2020,2020-04-11,0,2020-05-16,NA,NA,0,unknown,NA,108,2020-06-24,virus,f,0,1,sh,very sure,0.919,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.334536,0.426584,larva
GRO,GRO25_2020,2020,2020-04-11,1,NA,2020-05-08,2020-05-16,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.334536,0.426584,NA
GRO,GRO26_2020,2020,2020-04-11,0,2020-05-29,2020-05-12,NA,2,parasite,NA,119,2020-06-24,virus,m,0,1,sh,very sure,0.682,pupa,h,0,0,0,lab,"NA,failed pupation",0,1,2,sh,41,0.334536,0.426584,pupa
GRO,GRO27_2020,2020,2020-04-11,0,2020-05-29,2020-05-26,NA,0,virus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,1,NA,NA,41,0.334536,0.426584,NA
GRO,GRO28_2020,2020,2020-04-11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,0,NA,NA,41,0.334536,0.426584,NA
GRO,GRO29_2020,2020,2020-04-11,0,2020-05-29,2020-05-12,NA,0,unknown,NA,116,2020-06-24,virus,NA,NA,1,NA,very sure,0.344,larva,NA,1,NA,0,lab,"NA,dried up crappy sample",0,1,NA,NA,41,0.334536,0.426584,larva
GRO,GRO30_2020,2020,2020-04-11,0,2020-05-19,NA,NA,0,virus,NA,114,2020-06-24,virus,m,0,1,h,very sure,0.567,larva,h,0,0,0,lab,"NA,NA",0,0,0,h,41,0.334536,0.426584,larva
POB,POB1_2020,2020,2020-04-11,0,2020-05-16,NA,NA,0,unknown,NA,88,2020-06-24,virus,f,0,1,h,very sure,1.109,larva,h,0,0,0,lab,"NA,NA",0,0,0,h,41,0.106765,0.298943,larva
POB,POB2_2020,2020,2020-04-11,0,2020-05-08,NA,NA,0,unknown,NA,90,2020-06-24,unknown,m,0,0,uninfected,maybe,0.326,larva,l,0,0,0,lab,"NA,NA",0,0,0,uninfected,41,0.106765,0.298943,larva
POB,POB3_2020,2020,2020-04-11,0,2020-05-26,NA,NA,0,unknown,NA,99,2020-06-24,virus,f,0,1,sh,pretty sure,0.683,larva,m,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.106765,0.298943,larva
POB,POB5_2020,2020,2020-04-11,0,2020-04-28,NA,NA,0,unknown,NA,100,2020-06-24,virus,f,0,1,h,pretty sure,0.701,larva,m,0,0,0,lab,"NA,NA",0,0,0,h,41,0.106765,0.298943,larva
POB,POB6_2020,2020,2020-04-11,1,NA,2020-05-22,2020-06-02,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.106765,0.298943,NA
POB,POB7_2020,2020,2020-04-11,0,NA,NA,NA,0,NA,NA,89,2020-06-24,virus_parasite,f,0,1,l,very sure,0.377,larva,l,0,1,0,lab,"NA,evidence of parasite",0,0,0,l,41,0.106765,0.298943,larva
POB,POB8_2020,2020,2020-04-11,0,NA,NA,NA,0,virus,NA,95,2020-06-24,virus,f,0,1,sh,very sure,0.892,larva,h,0,1,0,lab,"NA,evidence of parasite",0,0,0,sh,41,0.106765,0.298943,larva
POB,POB9_2020,2020,2020-04-11,1,NA,2020-05-16,2020-05-26,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.106765,0.298943,NA
POB,POB10_2020,2020,2020-04-11,0,2020-05-22,NA,NA,0,unknown,NA,91,2020-06-24,virus,m,0,1,sh,pretty sure,0.721,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.106765,0.298943,larva
POB,POB11_2020,2020,2020-04-11,0,2020-05-16,NA,NA,0,unknown,NA,92,2020-06-24,virus,f,0,1,h,pretty sure,1.078,larva,m,0,0,0,lab,"NA,NA",0,0,0,h,41,0.106765,0.298943,larva
POB,POB12_2020,2020,2020-04-11,0,2020-05-16,NA,NA,0,unknown,NA,102,2020-06-24,virus,f,0,1,h,pretty sure,0.845,larva,m,0,0,0,lab,"NA,NA",0,0,0,h,41,0.106765,0.298943,larva
POB,POB13_2020,2020,2020-04-11,0,2020-04-25,NA,NA,2,parasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,lab,"NA,NA",0,0,NA,NA,41,0.106765,0.298943,NA
POB,POB14_2020,2020,2020-04-11,0,2020-05-29,2020-05-16,NA,0,virus,NA,103,2020-06-24,virus,f,0,1,sh,pretty sure,0.881,larva,h,0,0,0,lab,"NA,NA",0,1,0,sh,41,0.106765,0.298943,larva
POB,POB15_2020,2020,2020-04-11,0,2020-05-16,NA,NA,2,parasite,NA,104,2020-06-24,unknown,NA,0,0,uninfected,maybe,0.377,larva,l,0,0,0,lab,"NA,NA",0,0,2,uninfected,41,0.106765,0.298943,larva
POB,POB16_2020,2020,2020-04-11,0,2020-05-08,NA,NA,0,unknown,NA,93,2020-06-24,virus_parasite,m,0,1,m,very sure,0.693,larva,m,0,1,0,lab,"NA,NA",0,0,0,m,41,0.106765,0.298943,larva
POB,POB17_2020,2020,2020-04-11,1,NA,2020-05-16,2020-05-26,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.106765,0.298943,NA
POB,POB18_2020,2020,2020-04-11,0,2020-05-16,NA,NA,1,parasite,NA,257,2020-08-25,virus,f,0,1,sh,very sure,NA,larva,h,0,0,0,lab,"NA,NA",0,0,1,sh,41,0.106765,0.298943,larva
POB,POB19_2020,2020,2020-04-11,0,2020-05-08,NA,NA,4,parasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,lab,"NA,NA",0,0,NA,NA,41,0.106765,0.298943,NA
POB,POB20_2020,2020,2020-04-11,0,2020-06-29,2020-05-22,NA,0,unknown,NA,124,2020-07-02,virus,NA,0,1,sh,very sure,0.234,larva,NA,0,0,0,lab,"NA,NA",0,1,0,sh,41,0.106765,0.298943,larva
POB,POB21_2020,2020,2020-04-11,1,NA,2020-05-19,2020-05-29,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.106765,0.298943,NA
POB,POB22_2020,2020,2020-04-11,0,NA,NA,NA,0,NA,NA,98,2020-06-24,virus,m,0,1,h,very sure,0.777,larva,h,0,0,0,lab,"NA,NA",0,0,0,h,41,0.106765,0.298943,larva
POB,POB23_2020,2020,2020-04-11,1,NA,2020-05-26,2020-05-22,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.106765,0.298943,NA
POB,POB24_2020,2020,2020-04-11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,0,NA,NA,41,0.106765,0.298943,NA
POB,POB25_2020,2020,2020-04-11,1,NA,2020-05-26,2020-06-02,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.106765,0.298943,NA
POB,POB26_2020,2020,2020-04-11,0,2020-05-29,2020-05-22,NA,3,parasite,NA,125,2020-07-02,virus_parasite,NA,NA,1,NA,pretty sure,0.17,larva,NA,1,0,0,lab,"NA,NA",0,1,NA,NA,41,0.106765,0.298943,larva
POB,POB27_2020,2020,2020-04-11,0,2020-05-29,NA,NA,0,virus,NA,101,2020-06-24,virus,m,0,1,h,pretty sure,0.549,larva,h,0,0,0,lab,"NA,NA",0,0,0,h,41,0.106765,0.298943,larva
POB,POB28_2020,2020,2020-04-11,0,2020-05-12,NA,NA,0,unknown,NA,96,2020-06-24,virus,f,0,1,h,maybe,0.955,larva,h,0,0,0,lab,"NA,NA",0,0,0,h,41,0.106765,0.298943,larva
POB,POB29_2020,2020,2020-04-11,0,2020-05-16,NA,NA,3,parasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,lab,"NA,NA",0,0,NA,NA,41,0.106765,0.298943,NA
POB,POB30_2020,2020,2020-04-11,0,2020-07-03,NA,NA,0,virus,NA,94,2020-06-24,virus,f,0,1,sh,very sure,0.801,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,41,0.106765,0.298943,larva
POB,POB31_2020,2020,2020-04-11,1,NA,2020-05-19,2020-05-20,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,41,0.106765,0.298943,NA
POB,POB32_2020,2020,2020-04-11,0,2020-05-01,NA,NA,0,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,0,NA,NA,41,0.106765,0.298943,NA
POB,POB33_2020,2020,2020-04-11,0,2020-05-16,NA,NA,0,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,0,NA,NA,41,0.106765,0.298943,NA
POB,POB34_2020,2020,2020-04-11,1,NA,2020-06-02,NA,NA,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",1,1,NA,NA,41,0.106765,0.298943,NA
SHP,SHP1_2020,2020,2020-04-11,0,2020-04-25,NA,NA,0,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,0,NA,NA,41,0.011762,0.035285,NA
RKP,RKP1_2020,2020,2020-04-11,0,2020-04-25,NA,NA,0,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lab,"NA,NA",0,0,NA,NA,41,0,0.933676,NA
RKP,RKP2_2020,2020,2020-04-11,0,2020-04-25,NA,NA,1,parasite,NA,68,2020-06-23,parasite,f,0,0,uninfected,pretty sure,0.284,larva,l,0,1,0,lab,"NA,evidence of parasite",0,0,1,uninfected,41,0,0.933676,larva
LOY,LOY1_2020,2020,2020-05-30,0,2020-07-07,NA,NA,0,virus,NA,150,2020-07-19,virus,f,0,1,sh,very sure,0.668,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,90,0.015544,0.150259,larva
LOY,LOY2_2020,2020,2020-05-30,1,NA,2020-06-05,2020-06-12,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,90,0.015544,0.150259,NA
LOY,LOY3_2020,2020,2020-05-30,1,NA,2020-06-12,2020-06-17,0,survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,lab,"NA,NA",1,1,NA,NA,90,0.015544,0.150259,NA
