site,cat_ID,year,date_collected,survival,death_date,cocoon_date,pupa_date,emerged_parasite,recorded_death,parasite_species,dissection_order,date_dissected,death_cause,sex,parasite,infection,infection_severity,certainity,cat_weight,stage,fat_body_amount,dried_up,parasite_present,killed,rearing_method,notes,pupated,cocooned,total_parasite,infection_severity.ord,date_collected_day,this_year,last_year,stage.ord
LOY,LOY4_2020,2020,2020-05-30,0,2020-06-05,NA,NA,0,virus,NA,121,2020-07-02,virus,m,0,1,sh,very sure,0.185,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,90,0.015544,0.150259,larva
LOY,LOY5_2020,2020,2020-05-30,0,2020-06-12,NA,NA,0,virus,NA,122,2020-07-02,virus,f,0,1,m,very sure,0.28,larva,m,0,0,0,lab,"NA,NA",0,0,0,m,90,0.015544,0.150259,larva
LOY,LOY6_2020,2020,2020-05-30,0,2020-07-07,NA,NA,0,virus,NA,149,2020-07-19,virus,f,0,1,sh,very sure,0.584,larva,h,0,0,0,lab,"NA,NA",0,0,0,sh,90,0.015544,0.150259,larva
BMR,BMR20_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2020-06-14,virus,f,0,1,h,pretty sure,0.367,larva,h,0,0,0,lab,"NA,NA",NA,NA,NA,h,24,0.737981,4.108579,larva
BMR,BMRpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,2020-07-20,virus,NA,NA,1,sh,maybe,0.221,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,24,0.737981,4.108579,pupa
BMR,BMRpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,2020-07-20,virus,NA,NA,1,sh,maybe,0.168,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,24,0.737981,4.108579,pupa
BMR,BMRad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,2020-07-20,virus_natural,m,NA,1,m,very sure,0.111,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,24,0.737981,4.108579,adult
CHA,CHAad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,2020-07-20,virus_natural,f,NA,1,m,very sure,0.097,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,41,0.118349,0.436494,adult
CHA,CHAad2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,2020-07-20,virus_natural,m,NA,1,sh,very sure,0.082,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.118349,0.436494,adult
CHA,CHApu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,2020-07-21,virus,NA,NA,1,sh,very sure,0.468,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.118349,0.436494,pupa
CHA,CHApu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,2020-07-21,virus,NA,NA,1,sh,very sure,0.207,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.118349,0.436494,pupa
CHA,CHApu3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,2020-07-21,virus,NA,NA,1,sh,very sure,0.176,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.118349,0.436494,pupa
CHA,CHApu4_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,2020-07-21,virus,NA,NA,1,sh,very sure,0.138,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.118349,0.436494,pupa
FRP,FRPpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,2020-07-20,virus,NA,NA,1,sh,very sure,0.1,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,0,0.058611,0.18822,pupa
FRP,FRPpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,2020-07-20,virus,NA,NA,1,sh,very sure,0.13,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,0,0.058611,0.18822,pupa
FRP,FRPpu3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,2020-07-20,virus,NA,NA,1,sh,pretty sure,0.16,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,0,0.058611,0.18822,pupa
FRP,FRPpu4_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,2020-07-20,virus,NA,NA,1,sh,pretty sure,0.063,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,0,0.058611,0.18822,pupa
FRP,FRPpu5_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,2020-07-20,virus,NA,NA,1,sh,pretty sure,0.088,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,0,0.058611,0.18822,pupa
FRP,FRPpu6_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,2020-07-20,virus,m,NA,1,sh,very sure,0.093,adult,NA,1,NA,0,lab,"NA,adult stuck in chrysalis",NA,NA,NA,sh,0,0.058611,0.18822,adult
FRP,FRPad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,2020-07-21,virus_natural,f,NA,1,sh,very sure,0.146,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,0,0.058611,0.18822,adult
FRP,FRPad2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,2020-07-21,virus_natural,f,NA,1,m,very sure,0.113,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,0,0.058611,0.18822,adult
FRP,FRPad3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,2020-07-21,virus_natural,f,NA,1,l,maybe,0.133,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,0,0.058611,0.18822,adult
FRP,FRPad4_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,2020-07-21,virus_natural,m,NA,1,m,very sure,0.116,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,0,0.058611,0.18822,adult
FRP,FRPad5_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,2020-07-21,virus_natural,m,NA,1,l,very sure,0.067,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,0,0.058611,0.18822,adult
FRP,FRPad6_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,2020-07-21,virus_natural,m,NA,1,h,very sure,0.098,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,h,0,0.058611,0.18822,adult
FVW,FVW10_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,2020-06-24,virus,f,0,1,m,pretty sure,0.729,larva,h,0,0,0,lab,"NA,NA",NA,NA,NA,m,41,0.099109,3.776573,larva
FVW,FVWpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,2020-07-20,virus,NA,NA,1,sh,very sure,0.168,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.099109,3.776573,pupa
FVW,FVWpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,2020-07-20,virus,NA,NA,1,sh,very sure,0.131,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.099109,3.776573,pupa
FVW,FVWad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,2020-07-20,virus,f,NA,1,sh,very sure,0.101,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.099109,3.776573,adult
FWF,FWFad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,2020-07-21,virus_natural,m,NA,1,h,very sure,0.098,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,h,40,0.026527,0.029843,adult
FWF,FWFad2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,2020-07-21,virus,m,NA,1,sh,very sure,0.07,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,40,0.026527,0.029843,adult
FWF,FWFpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,2020-07-21,virus,NA,NA,1,sh,pretty sure,0.123,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,40,0.026527,0.029843,pupa
FWF,FWFpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,2020-07-21,virus,NA,NA,1,sh,pretty sure,0.156,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,40,0.026527,0.029843,pupa
FWF,FWFpu3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,2020-07-21,virus,NA,NA,1,h,pretty sure,0.261,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,h,40,0.026527,0.029843,pupa
FWF,FWFpu4_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,2020-07-21,virus,NA,NA,1,sh,pretty sure,0.136,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,40,0.026527,0.029843,pupa
FWF,FWFpu5_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,2020-07-21,virus,NA,NA,1,sh,pretty sure,0.144,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,40,0.026527,0.029843,pupa
GGT,GGTad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,2020-07-20,natural,m,NA,0,uninfected,maybe,0.104,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,uninfected,12,0.068001,0.036357,adult
GGT,GGTad2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,2020-07-20,virus_natural,m,NA,1,l,very sure,0.079,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,12,0.068001,0.036357,adult
GGT,GGTad3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,2020-07-20,virus_natural,m,NA,1,sh,very sure,0.089,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,12,0.068001,0.036357,adult
GGT,GGTad4_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,2020-07-20,virus_natural,m,NA,1,l,very sure,0.121,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,12,0.068001,0.036357,adult
GGT,GGTad5_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,2020-07-20,virus,m,NA,1,sh,very sure,0.123,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,12,0.068001,0.036357,adult
GGT,GGTad6_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,2020-07-20,natural,f,NA,0,uninfected,maybe,0.131,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,uninfected,12,0.068001,0.036357,adult
GGT,GGTad7_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,2020-07-20,natural,f,NA,0,uninfected,maybe,0.134,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,uninfected,12,0.068001,0.036357,adult
GGT,GGTpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,2020-07-20,virus,NA,NA,1,sh,pretty sure,0.128,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,12,0.068001,0.036357,pupa
GGT,GGTpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,2020-07-20,virus,NA,NA,1,sh,very sure,0.163,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,12,0.068001,0.036357,pupa
GRO,GROpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,2020-07-21,virus,NA,NA,1,sh,pretty sure,0.186,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.334536,0.426584,pupa
GRO,GROpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,2020-07-21,virus,NA,NA,1,h,very sure,0.161,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,h,41,0.334536,0.426584,pupa
GRO,GROpu3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,2020-07-21,virus,NA,NA,1,sh,very sure,0.135,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.334536,0.426584,pupa
GRO,GROpu4_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,2020-07-21,virus,NA,NA,1,sh,very sure,0.238,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.334536,0.426584,pupa
GRO,GROpu5_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,2020-07-21,virus,NA,NA,1,sh,very sure,NA,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.334536,0.426584,pupa
GRO,GROpu6_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,2020-07-21,virus,NA,NA,1,sh,very sure,0.116,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.334536,0.426584,pupa
GRO,GROad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,2020-07-21,virus_natural,m,NA,1,m,very sure,0.092,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,41,0.334536,0.426584,adult
HOS,HOSad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,2020-07-21,virus_natural,m,NA,1,l,pretty sure,0.07,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,40,0.083516,0.164423,adult
HOS,HOSad2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,2020-07-21,virus_natural,m,NA,1,h,very sure,0.061,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,h,40,0.083516,0.164423,adult
HOS,HOSad3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,2020-07-21,virus_natural,f,NA,1,m,very sure,0.08,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,40,0.083516,0.164423,adult
HOS,HOSad4_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,2020-07-21,virus_natural,f,NA,1,l,very sure,0.072,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,40,0.083516,0.164423,adult
HOS,HOSad5_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,2020-07-21,virus_natural,m,NA,1,m,very sure,0.067,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,40,0.083516,0.164423,adult
HOS,HOSad6_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,2020-07-21,virus_natural,m,NA,1,sh,very sure,0.66,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,40,0.083516,0.164423,adult
HOS,HOSad7_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,2020-07-21,virus_natural,m,NA,1,m,pretty sure,0.087,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,40,0.083516,0.164423,adult
HOS,HOSad8_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,2020-07-21,virus_natural,m,NA,1,sh,very sure,0.07,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,40,0.083516,0.164423,adult
HOS,HOSad9_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,2020-07-21,virus_natural,f,NA,1,l,very sure,0.096,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,40,0.083516,0.164423,adult
HOS,HOSad10_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,2020-07-21,virus_natural,m,NA,1,sh,very sure,0.069,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,40,0.083516,0.164423,adult
HOS,HOSad11_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,2020-07-21,virus_natural,m,NA,1,sh,very sure,0.088,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,40,0.083516,0.164423,adult
HOS,HOSad12_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,2020-07-21,natural,m,NA,0,uninfected,maybe,0.073,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,uninfected,40,0.083516,0.164423,adult
HOS,HOSad13_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,2020-07-21,unknown,f,NA,1,l,pretty sure,0.152,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,40,0.083516,0.164423,adult
HOS,HOSad14_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,2020-07-21,unknown,f,NA,1,l,pretty sure,0.089,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,40,0.083516,0.164423,adult
HOS,HOSad15_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,2020-07-21,unknown,f,NA,1,l,pretty sure,0.139,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,40,0.083516,0.164423,adult
HOS,HOSad16_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,2020-07-21,virus,m,NA,1,sh,very sure,0.107,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,40,0.083516,0.164423,adult
HOS,HOSpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,2020-07-21,virus,m,NA,1,sh,very sure,0.08,adult,NA,1,NA,0,lab,"NA,adult in chrysalis",NA,NA,NA,sh,40,0.083516,0.164423,adult
HOS,HOSpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,2020-07-21,virus,m,NA,1,sh,very sure,0.08,adult,NA,1,NA,0,lab,"NA,adult in chrysalis",NA,NA,NA,sh,40,0.083516,0.164423,adult
LOY,LOYpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,2020-07-21,virus,NA,NA,1,sh,very sure,0.576,pupa,NA,0,NA,0,lab,"NA,NA",NA,NA,NA,sh,90,0.015544,0.150259,pupa
LOY,LOYad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,2020-07-21,virus,m,NA,1,h,very sure,0.092,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,h,90,0.015544,0.150259,adult
MSP,MSP3a_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2020-06-14,virus,m,0,1,h,very sure,0.454,larva,m,0,0,0,lab,"NA,mislabeled",NA,NA,NA,h,24,0.055753,0.074337,larva
MSP,MSP3b_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2020-06-14,virus,f,0,1,m,pretty sure,0.187,larva,l,0,0,0,lab,"NA,mislabeled",NA,NA,NA,m,24,0.055753,0.074337,larva
MSP,MSPpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,2020-07-20,virus,NA,NA,1,sh,very sure,0.165,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,24,0.055753,0.074337,pupa
PDM,PDMad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,2020-07-21,unknown_natural,m,NA,1,l,pretty sure,0.09,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,0,0.022985,0.075522,adult
PDM,PDMad2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,2020-07-21,virus_natural,f,NA,1,sh,very sure,0.077,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,0,0.022985,0.075522,adult
PDM,PDMad3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,2020-07-21,virus_natural,f,NA,1,h,very sure,0.166,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,h,0,0.022985,0.075522,adult
PDM,PDMpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,2020-07-21,virus,m,NA,1,m,very sure,0.114,adult,NA,1,NA,0,lab,"NA,adult in chrysalis",NA,NA,NA,m,0,0.022985,0.075522,adult
POB,POBpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,2020-07-21,virus,NA,NA,1,sh,pretty sure,0.155,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.106765,0.298943,pupa
POB,POBpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,2020-07-21,virus,f,NA,1,sh,pretty sure,0.188,pupa,NA,1,NA,0,lab,"NA,adult in chrysalis",NA,NA,NA,sh,41,0.106765,0.298943,pupa
POB,POBpu3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,2020-07-21,virus,NA,NA,1,sh,pretty sure,0.215,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.106765,0.298943,pupa
POB,POBpu4_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,2020-07-21,virus,NA,NA,1,sh,pretty sure,0.301,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.106765,0.298943,pupa
POB,POBpu5_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,2020-07-21,virus,m,NA,1,sh,pretty sure,0.456,pupa,NA,0,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.106765,0.298943,pupa
POB,POBpu6_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,2020-07-21,virus,NA,NA,1,sh,pretty sure,0.197,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.106765,0.298943,pupa
POB,POBpu7_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,2020-07-21,virus,NA,NA,1,sh,pretty sure,0.242,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.106765,0.298943,pupa
POB,POBad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,2020-07-21,virus_natural,m,NA,1,sh,pretty sure,0.082,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,41,0.106765,0.298943,adult
PRN,PRNpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,2020-07-21,virus,NA,NA,1,sh,very sure,0.158,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,12,0.145535,0.024256,pupa
PRN,PRNpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,2020-07-21,virus,NA,NA,1,sh,very sure,0.162,pupa,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,sh,12,0.145535,0.024256,pupa
PRN,PRNpad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,2020-07-21,virus,m,NA,1,m,very sure,0.085,adult,NA,1,NA,0,lab,"NA,adult in chrysalis",NA,NA,NA,m,12,0.145535,0.024256,adult
PRN,PRNpad2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,2020-07-21,virus,m,NA,1,sh,very sure,0.127,adult,NA,1,NA,0,lab,"NA,adult in chrysalis",NA,NA,NA,sh,12,0.145535,0.024256,adult
PRN,PRNpad3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,2020-07-21,unknown,f,NA,1,l,very sure,0.181,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,12,0.145535,0.024256,adult
PRN,PRNpad4_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,2020-07-21,virus_natural,f,NA,1,h,very sure,0.107,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,h,12,0.145535,0.024256,adult
YRK,YRKpu1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,2020-07-21,virus,f,NA,1,sh,very sure,0.232,pupa,NA,1,NA,0,lab,"NA,semi-adult",NA,NA,NA,sh,43,0.064362,0.079109,pupa
YRK,YRKpu2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,2020-07-21,virus,f,NA,1,sh,very sure,0.23,pupa,NA,1,NA,0,lab,"NA,white hair inside cavity, semi-adult",NA,NA,NA,sh,43,0.064362,0.079109,pupa
YRK,YRKpu3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,2020-07-21,unknown,NA,NA,1,l,very sure,0.199,pupa,NA,1,NA,0,lab,"NA,white hair inside cavity, semi-adult",NA,NA,NA,l,43,0.064362,0.079109,pupa
YRK,YRKad1_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,2020-07-21,virus_natural,f,NA,1,m,very sure,0.057,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,43,0.064362,0.079109,adult
YRK,YRKad2_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,2020-07-21,virus_natural,m,NA,1,m,very sure,0.114,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,m,43,0.064362,0.079109,adult
YRK,YRKad3_2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,2020-07-21,unknown_natural,m,NA,1,l,very sure,0.077,adult,NA,1,NA,0,lab,"NA,NA",NA,NA,NA,l,43,0.064362,0.079109,adult
